# OpenClaw Nightly Scan — Full Scored PR Report
# Generated: 2026-02-27
# Total scored: 5053
# Score >= 80: 166
# Score >= 70: 1974
#
# Format: SCORE | PR# | INTENT | TITLE
# ====================================================================================================

# ── CRITICAL (score >= 90) ──────────────────────────────────────────
 57 | #11445  | feature    | feat: enable block streaming by default, default break to message_end
 57 | #12059  | feature    | feat(agents): Add Azure AI Foundry credential support
 57 | #12434  | feature    | Add K8s support with SA Trust architecture
 57 | #12567  | docs       | docs(showcase): add 11 new community entries (Feb 8-9)
 57 | #12913  | bugfix     | TUI: truncate lines to fit terminal width on narrow terminals
 57 | #13484  | feature    | feat(auth): restore Claude Code CLI OAuth credential sync
 57 | #13864  | bugfix     | fix(docs): update macOS VM installation instructions for clarity and VNC usage
 57 | #14086  | feature    | feat(tts,media): add base Sarvam TTS and STT providers
 57 | #14432  | docs       | System prompt: add guidance for spawning background sub-agents
 57 | #14551  | docs       | docs(zalouser): add OpenZCA as free alternative to zca-cli
 57 | #14741  | feature    | feat: telegram resilience utilities
 57 | #14873  | feature    | [Feature]: Extend before_agent_start hook context with Model, Tools, and Identit
 57 | #16310  | bugfix     | fix(ws-connection): skip device pairing when client authenticates with token
 57 | #16592  | feature    | feat(feishu): add write mode import for markdown documents
 57 | #16895  | feature    | feat(web-search): add SearXNG as a search provider
 57 | #16949  | bugfix     | fix(gateway): deliver chat:final even when sessionKey is unresolved (…
 57 | #17426  | chore      | ci(formal): don't fail on fork PRs when PR comment is blocked
 57 | #17865  | refactor   | Refactor: centralize dm/group policy resolution
 57 | #18676  | feature    | feat: add patch-ui.sh
 57 | #18716  | bugfix     | msteams: fix DM image delivery + user target routing
 57 | #18966  | bugfix     | fix(config): downgrade unknown bundled plugin references to warnings
 57 | #19101  | feature    | feat: Auto-configure Z.AI MCP tools during onboard
 57 | #19325  | feature    | feat: support messages.mediaLocalRoots for custom media directories
 57 | #19435  | bugfix     | fix(slack): properly handle group DM (MPIM) events
 57 | #19483  | feature    | feat: enhance rate-limiting with provider-specific backoff and OpenRouter prompt
 57 | #19489  | bugfix     | fix(voice-call): add echo suppression for TTS playback
 57 | #19650  | feature    | [AI-assisted] feat: add encrypted S3-compatible backup system
 57 | #19666  | bugfix     | fix: forward sender fields to runEmbeddedAttempt for group tool policy
 57 | #19798  | bugfix     | fix(reply-dispatcher): add parallel blockChain for real-time block streaming
 57 | #19966  | feature    | feat: add language support for browser profiles
 57 | #20480  | feature    | feat(slack): extract and surface attachment notes in messages
 57 | #20844  | feature    | feat: add task-queue, swarm, and trust RPC handlers + dashboard tabs
 57 | #20905  | feature    | i18n: add bulgarian to openclaw
 57 | #20927  | feature    | feat(trading): add /buy and /sell order commands
 57 | #21168  | feature    | feat(agents): Claude Agent SDK as alternative agent runtime
 57 | #21505  | docs       | Fastmail CLI — Fastmail email, contacts, and calendar tools (36 tools, 5-7x toke
 57 | #22186  | feature    | feat(talk): add baseUrl support for custom TTS servers
 57 | #22491  | chore      | Use multi-stage docker build to reduce image size from 3.03GB -> 2.53GB.
 57 | #22594  | bugfix     | fix(mattermost): properly resolve ambiguous target IDs and enable image recognit
 57 | #22609  | feature    | feat(cron): add directText flag for text message dilivery and historyLimit flag
 57 | #22939  | docs       | docs(install): add Scaleway deployment guide
 57 | #23135  | feature    | feat(macos): menubar UI consistency overhaul — sections, hover, icons, toggles
 57 | #23139  | chore      | test: fix flaky auth tests when OPENCLAW_GATEWAY_TOKEN is present
 57 | #23152  | feature    | feat(plugin): add retry-backoff extension
 57 | #23431  | feature    | feat(cron): add deferWhileActive to skip jobs during active sessions
 57 | #23566  | feature    | Gateway:expose memory/*.md in agents.files RPC
 57 | #23779  | bugfix     | fix(config): auto-repair invalid config keys from backup on load
 57 | #23950  | bugfix     | fix(telegram): abort in-flight getUpdates fetch on shutdown
 57 | #23972  | docs       | docs(cron): Add sessionKey documentation and comprehensive tests
 57 | #23986  | docs       |  Docs: Add Jarvis PWA client and standardize neutral terminology
 57 | #24083  | feature    | feat(tui): add image paste (Ctrl+V) and keyboard navigation
 57 | #24232  | feature    | feat(android): Talk Mode — ElevenLabs TTS with reliable audio pipeline
 57 | #24573  | bugfix     | fix(telnyx): fix inbound call support for Telnyx Call Control API v2
 57 | #24841  | feature    | Browser/Profiles: add per-profile headless override
 57 | #25053  | bugfix     | fix(tools): add firecrawl block to config schema and respect FIRECRAWL_BASE_URL 
 57 | #25113  | bugfix     | fix(compat): disable developer role for DashScope/Aliyun models
 57 | #25119  | bugfix     | fix(tui): filter system-generated messages from chat history
 57 | #25122  | bugfix     | fix(tools): add missing fs and runtime groups to group:openclaw
 57 | #25141  | bugfix     | fix(browser): accept url as alias for targetUrl in open/navigate actions
 57 | #25583  | feature    | feat(line): add codeBlockDisplay config to control code block rendering
 57 | #25938  | feature    | feat(agents): make core system-prompt sections overrideable via workspace markdo
 57 | #26088  | bugfix     | fix(daemon): re-bootstrap stopped service on gateway start when plist exists
 57 | #26226  | bugfix     | fix: pass threadId in Discord read action (#26202)
 57 | #26334  | bugfix     | fix(gateway): log skipped startup when startAccount is missing
 57 | #26368  | bugfix     | fix(feishu): embed media in streaming card and suppress post-tool confirmation t
 57 | #26425  | bugfix     | Podman: fix quadlet path escaping + user mapping
 57 | #26469  | bugfix     | fix(ui): label system-injected maintenance prompts as System
 57 | #26540  | bugfix     | fix(telegram): suppress typingCallbacks when streamMode is off to prevent persis
 57 | #26575  | feature    | [AI-Assisted] feat: reset Discord thread sessions when thread is archived/closed
 57 | #26604  | bugfix     | fix(ui): preserve chat input when aborting a session (#22063)
 57 | #26635  | bugfix     | fix(synology-chat): support JSON/alias payloads and ACK webhook with 204
 57 | #26670  | bugfix     | fix(onboard): validate workspace directory before setup steps
 57 | #26714  | bugfix     | fix(status): use resolveContextTokensForModel to respect context1m param
 57 | #26744  | feature    | feat(sandbox): add Docker runtime option support [AI-assisted]
 57 | #26827  | bugfix     | fix(gateway): refresh service env during dashboard update
 57 | #26852  | bugfix     | fix(gateway): return INVALID_REQUEST for bad cron.update payload patches
 57 | #26865  | bugfix     | fix(config): accept Telegram groups.allowBots in strict schema
 57 | #26873  | feature    | quota: unify provider subscription quota in /quota and Usage page
 57 | #26901  | bugfix     | fix: strip markdown formatting from iMessage outbound text
 57 | #26908  | bugfix     | fix/telegram slash session key
 57 | #26989  | feature    | feat(models auth): allow --profile-id for provider login
 57 | #27061  | bugfix     | fix(skill-creator): reject empty name and description in skill valida…
 57 | #27086  | bugfix     | fix(ui/chat): keep live tool cards in chronological order
 57 | #27105  | bugfix     | fix(web-fetch): include URL and cause in network-level fetch error
 57 | #27117  | bugfix     | fix(line): download file message content
 57 | #27132  | feature    | feat: add sessions.archives API and archive support for chat.history
 57 | #27134  | feature    | Slack: thread agent identity through channel reply path
 57 | #27146  | feature    | feat(signal): add outbound sticker support and sticker-search action
 57 | #27199  | bugfix     | fix(signal): add groups config to Signal channel schema
 57 | #27236  | bugfix     | fix(telegram): add type guard for reply context text/caption
 57 | #27251  | bugfix     | Enabling API call for gpt-5.3-codex
 57 | #27254  | bugfix     | fix(telegram): guard reply context text/caption against non-string values
 57 | #27287  | bugfix     | fix(agents): use BACKEND mode for embedded agent gateway calls
 57 | #27335  | bugfix     | fix(providers): guard against missing usage in Anthropic message_start event
 57 | #27352  | bugfix     | fix(cron): remove hardcoded relay instructions from cron prompts
 57 | #27364  | bugfix     | fix(slack): resolve replyToModeByChatType in main message handler
 57 | #27425  | bugfix     | fix(models): add Gemini 3.1 Pro/Flash to google-gemini-cli provider catalog
 57 | #27478  | bugfix     | fix: skip cron delivery validation when mode is "none"
 57 | #27481  | bugfix     | fix: improve error handling for MiniMax and other model providers
 57 | #27507  | bugfix     | fix(matrix): allow overriding thread/reply settings per group
 57 | #27510  | feature    | feat(telegram): per-topic model override with shared forum session
 57 | #27519  | bugfix     | fix: add Chinese model provider error pattern recognition
 57 | #27521  | bugfix     | fix(skills): deduplicate slash commands by skillName across all interfaces
 57 | #27532  | bugfix     | fix: allow OpenAI cacheRetention passthrough for extended prompt cache retention
 57 | #27546  | bugfix     | fix(telegram): normalize file_path and validate token to fix media fetch URL
 57 | #27549  | feature    | feat(telegram): add reactionWake option to trigger agent turn on reactions
 57 | #27586  | bugfix     | fix: suppress NO_REPLY in sub-agent announce flow
 57 | #27640  | bugfix     | fix(feishu): call dispatcher.markComplete() to stop typing keepalive loop
 57 | #27742  | bugfix     | fix(tests): mock resolvePinnedHostnameWithPolicy to align with SSRF fetch guard
 57 | #27880  | feature    | feat(tts/talk): Add minimax as tts provider
 57 | #27914  | bugfix     | fix(chat): preserve newlines in user messages across page refresh
 57 | #28099  | bugfix     | fix(compaction): handle missing WORKFLOW_AUTO.md in post-compaction audit
 57 | #28101  | bugfix     | fix(gateway): correct launchctl command sequence for gateway restart
 57 | #28128  | feature    | feat: add Ollama usage tracking provider
 57 | #28202  | bugfix     | fix(csp): allow Google Fonts in Control UI CSP header
 57 | #28262  | feature    | feat(config): add compaction.auditReads to disable post-compaction audit warning
 57 | #28302  | bugfix     | fix(telegram): warn on allowlist-empty group message drop
 57 | #28316  | bugfix     | fix(provider): add xai to reasoning tag provider list (#27533)
 57 | #28324  | feature    | doctor: validate memorySearch provider against models.providers
 57 | #28331  | bugfix     | fix(zsh completion): initialize compinit before compdef
 57 | #28336  | bugfix     | fix(config): widen model input modalities to accept video and audio
 57 | #28350  | bugfix     | fix(ios): convert app icons from JPEG to actual PNG format
